HOG,OG,Gene Tree Parent Clade,A_aulacocarpa_prot,A_thaliana_prot,A_trichopoda_prot,C_sativus_prot,E_grandis_prot,G_maderense_prot,G_raimondii_prot,H_annuus_prot,L_chinense_prot,L_siphilitica_prot,M_acuminata_prot,O_biennis_prot,O_sativa_prot,P_maritima_prot,P_persica_prot,P_trichocarpa_prot,S_lycopersicum_prot,S_noctiflora_prot,S_polyrhiza_prot,V_vinifera_prot
N1.HOG0012460,OG0008534,n0,0,1,1,1,1,0,1,4,0,2,1,0,3,0,1,0,2,0,1,1
N1.HOG0012461,OG0008535,n0,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1,1
N1.HOG0012462,OG0008536,n0,0,1,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1,0,1,2
N1.HOG0012463,OG0008537,n0,0,1,1,1,1,0,1,1,0,1,2,1,1,1,1,1,2,2,1,1
N1.HOG0012464,OG0008538,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0012465,OG0008539,n0,0,1,1,1,1,0,1,2,0,1,1,2,1,2,2,1,1,0,1,1
N1.HOG0012466,OG0008540,n0,0,1,1,1,1,0,2,1,0,1,1,1,1,1,1,2,2,1,0,1
N1.HOG0012467,OG0008541,n0,0,1,0,1,1,0,2,1,0,1,2,1,1,1,1,1,1,1,1,2
N1.HOG0012468,OG0008542,n0,0,1,1,1,8,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0
N1.HOG0012469,OG0008543,n0,0,1,0,1,1,1,2,1,0,1,2,1,1,1,1,1,1,1,2,1
N1.HOG0012470,OG0008544,n0,0,1,1,1,3,0,1,1,0,2,1,1,1,2,1,1,1,0,1,1
N1.HOG0012471,OG0008545,n0,0,1,1,1,3,0,1,2,0,1,1,1,1,0,1,1,1,0,1,2
N1.HOG0012472,OG0008546,n0,0,2,2,1,1,0,1,1,0,1,2,2,1,0,1,1,1,0,1,1
N1.HOG0012473,OG0008547,n0,0,2,1,1,2,0,2,0,0,0,2,0,0,0,2,2,2,1,1,2
N1.HOG0012474,OG0008548,n0,0,1,1,0,2,2,2,0,0,0,1,2,1,1,2,2,1,0,0,2
N1.HOG0012475,OG0008549,n0,0,1,1,1,1,1,3,0,0,1,2,1,1,1,1,2,1,0,1,1
N1.HOG0012476,OG0008550,n0,0,1,1,0,1,0,1,1,0,1,2,1,2,1,1,3,1,0,1,1
N1.HOG0012477,OG0008551,n0,0,1,1,1,1,0,1,2,0,0,2,3,1,1,1,1,1,0,1,1
N1.HOG0012478,OG0008552,n0,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012479,OG0008553,n2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
N1.HOG0012480,OG0008553,n6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
N1.HOG0012481,OG0008553,n10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
N1.HOG0012482,OG0008553,n13,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
N1.HOG0012483,OG0008554,n0,0,2,1,1,1,0,1,1,0,1,1,1,1,2,1,3,1,1,0,1
N1.HOG0012484,OG0008555,n0,0,1,1,1,1,0,1,2,0,2,2,1,1,1,1,2,1,0,1,1
N1.HOG0012485,OG0008556,n0,0,1,1,1,3,1,2,0,0,1,2,0,2,0,1,2,1,0,1,1
N1.HOG0012486,OG0008557,n0,0,1,1,0,1,0,1,3,0,1,1,0,1,2,1,2,1,2,1,1
N1.HOG0012487,OG0008558,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012488,OG0008559,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1
N1.HOG0012489,OG0008560,n0,0,1,1,1,2,0,1,7,0,1,1,0,1,1,0,0,0,2,1,0
N1.HOG0012490,OG0008561,n0,0,1,1,1,2,0,1,1,0,1,1,2,1,2,1,2,1,0,1,1
N1.HOG0012491,OG0008562,n0,0,1,1,1,1,0,1,0,0,2,2,2,1,1,1,2,1,0,1,2
N1.HOG0012492,OG0008563,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012493,OG0008564,n0,0,1,1,1,2,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1
N1.HOG0012494,OG0008565,n0,0,1,1,1,1,0,1,1,0,2,1,1,1,2,1,2,1,1,1,1
N1.HOG0012495,OG0008566,n1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0012496,OG0008566,n4,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
N1.HOG0012497,OG0008566,n11,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0
N1.HOG0012498,OG0008567,n0,0,1,0,1,4,0,2,4,0,1,0,0,0,1,1,2,1,0,0,2
N1.HOG0012499,OG0008568,n0,0,1,1,1,1,1,3,2,0,1,1,0,1,1,1,1,1,1,1,1
N1.HOG0012500,OG0008569,n0,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012501,OG0008570,n0,0,1,2,2,1,0,1,0,0,0,1,0,1,0,7,1,1,0,1,1
N1.HOG0012502,OG0008571,n0,0,1,1,2,5,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
N1.HOG0012503,OG0008572,n0,0,1,1,1,1,0,1,1,0,1,1,3,0,2,1,2,2,0,1,1
N1.HOG0012504,OG0008573,n0,0,2,1,1,1,0,2,0,0,0,2,0,1,1,1,2,4,0,1,1
N1.HOG0012505,OG0008574,n0,0,1,0,1,1,0,1,0,0,1,3,1,2,1,1,2,1,0,2,1
N1.HOG0012506,OG0008575,n0,0,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012507,OG0008576,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012508,OG0008577,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012509,OG0008578,n0,0,1,1,1,1,1,1,1,0,3,1,1,1,1,1,2,1,0,1,1
N1.HOG0012510,OG0008579,n0,0,1,1,1,1,0,1,1,0,2,2,3,1,2,1,1,1,0,0,1
N1.HOG0012511,OG0008580,n0,0,1,0,1,1,1,2,3,0,1,3,0,1,0,2,1,1,0,1,1
N1.HOG0012512,OG0008581,n0,0,1,1,1,1,1,1,1,0,1,2,1,1,2,1,2,1,0,1,1
N1.HOG0012513,OG0008582,n0,0,1,1,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,2,1
N1.HOG0012514,OG0008583,n0,0,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012515,OG0008584,n0,0,1,1,1,1,0,3,1,0,0,0,1,1,0,2,3,2,0,1,2
N1.HOG0012516,OG0008585,n0,0,1,1,1,1,0,1,2,0,1,2,1,1,1,1,2,1,1,1,1
N1.HOG0012517,OG0008586,n0,0,1,1,1,1,0,1,3,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012518,OG0008587,n0,0,1,1,1,2,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0
N1.HOG0012519,OG0008588,n0,0,1,2,1,1,0,2,1,0,1,1,2,0,2,1,1,2,0,1,1
N1.HOG0012520,OG0008589,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012521,OG0008590,n0,0,1,1,0,1,0,2,0,0,1,2,1,3,1,1,2,2,0,1,1
N1.HOG0012522,OG0008591,n0,0,1,1,2,1,0,1,1,0,1,1,2,1,2,1,1,2,0,1,1
N1.HOG0012523,OG0008592,n0,0,1,1,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012524,OG0008593,n0,0,1,1,1,2,1,1,0,0,0,1,1,3,2,1,1,1,1,1,1
N1.HOG0012525,OG0008594,n0,0,1,1,1,1,1,1,1,0,2,2,2,1,0,1,2,1,0,1,1
N1.HOG0012526,OG0008595,n0,0,1,1,1,1,1,2,1,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0012527,OG0008596,n0,0,2,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,0,1,1
N1.HOG0012528,OG0008597,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012529,OG0008598,n0,0,1,1,1,2,0,1,2,0,1,1,2,1,2,1,1,1,1,0,1
N1.HOG0012530,OG0008599,n0,0,1,2,1,1,1,1,2,0,1,1,1,1,0,1,1,1,1,1,1
N1.HOG0012531,OG0008600,n0,0,1,1,1,1,0,1,1,0,1,2,1,1,0,2,2,1,2,1,1
N1.HOG0012532,OG0008601,n0,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,2,1,1,1
N1.HOG0012533,OG0008602,n0,0,1,0,1,1,0,1,3,0,0,1,0,1,0,2,2,2,3,1,1
N1.HOG0012534,OG0008603,n0,0,1,1,1,1,0,1,1,0,1,1,1,2,2,1,1,1,1,1,1
N1.HOG0012535,OG0008604,n1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0012536,OG0008604,n3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0012537,OG0008604,n6,0,1,1,1,0,0,1,2,0,1,1,0,0,1,1,2,1,0,0,1
N1.HOG0012538,OG0008605,n0,0,1,1,1,1,0,1,0,0,1,2,1,1,2,1,2,1,1,1,1
N1.HOG0012539,OG0008606,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012540,OG0008607,n2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0012541,OG0008607,n5,0,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
N1.HOG0012542,OG0008607,n13,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
N1.HOG0012543,OG0008608,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1
N1.HOG0012544,OG0008609,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3,1,1
N1.HOG0012545,OG0008610,n0,0,1,1,1,1,0,1,2,0,1,2,1,1,1,1,2,1,0,1,1
N1.HOG0012546,OG0008611,n0,0,1,1,1,1,0,1,2,0,1,1,2,1,1,1,1,1,0,1,2
N1.HOG0012547,OG0008612,n0,0,1,1,1,1,0,1,1,0,2,1,1,1,1,2,2,2,0,1,1
N1.HOG0012548,OG0008613,n0,0,1,1,1,1,1,2,0,0,1,2,1,1,1,1,1,1,1,2,1
N1.HOG0012549,OG0008614,n0,0,1,1,2,2,0,3,2,0,0,2,0,1,0,1,2,2,0,0,1
N1.HOG0012550,OG0008615,n0,0,2,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,0,1,2
N1.HOG0012551,OG0008616,n0,0,1,1,1,1,1,2,1,0,1,2,1,1,1,1,2,1,0,1,1
N1.HOG0012552,OG0008617,n0,0,1,1,1,1,1,2,0,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012553,OG0008618,n0,0,1,1,1,1,0,1,0,0,1,2,1,2,1,1,2,1,2,1,1
N1.HOG0012554,OG0008619,n0,0,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012555,OG0008620,n0,0,1,1,1,1,0,2,2,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012556,OG0008621,n0,0,1,2,1,1,1,1,1,0,1,1,2,0,1,1,2,1,1,1,0
N1.HOG0012557,OG0008622,n0,0,1,1,1,1,1,1,2,0,1,1,1,2,1,1,2,1,0,1,1
N1.HOG0012558,OG0008623,n2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0
N1.HOG0012559,OG0008623,n7,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2
N1.HOG0012560,OG0008623,n16,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0012561,OG0008624,n0,0,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012562,OG0008625,n0,0,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,0,1,2
N1.HOG0012563,OG0008626,n0,0,1,1,1,1,1,1,0,0,1,3,1,1,2,1,1,1,1,1,1
N1.HOG0012564,OG0008627,n0,0,1,1,1,1,1,2,1,0,0,1,2,1,0,1,4,1,0,1,1
N1.HOG0012565,OG0008628,n0,0,1,1,1,2,1,1,0,0,2,1,1,1,1,1,1,3,0,1,1
N1.HOG0012566,OG0008629,n0,0,1,1,1,2,0,1,4,0,1,1,0,0,0,1,3,2,0,0,2
N1.HOG0012567,OG0008630,n0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1
N1.HOG0012568,OG0008631,n0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,2,1,1,1
N1.HOG0012569,OG0008632,n0,0,1,1,1,1,1,1,0,0,1,1,2,1,2,1,1,1,0,2,1
N1.HOG0012570,OG0008633,n0,0,2,0,2,3,0,2,0,0,0,1,0,1,0,3,5,0,0,1,0
N1.HOG0012571,OG0008634,n0,0,1,1,1,1,0,1,1,0,1,2,1,1,0,1,2,2,2,1,1
N1.HOG0012572,OG0008635,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012573,OG0008636,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,0,1,1
N1.HOG0012574,OG0008637,n0,0,1,1,2,1,1,1,0,0,1,1,1,1,3,1,2,1,0,1,1
N1.HOG0012575,OG0008638,n0,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012576,OG0008639,n0,0,1,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1
N1.HOG0012577,OG0008640,n0,0,1,0,1,1,1,1,1,0,2,1,2,1,2,1,1,1,0,1,1
N1.HOG0012578,OG0008641,n0,0,1,1,1,1,0,1,2,0,1,1,0,1,2,1,2,1,0,1,3
N1.HOG0012579,OG0008642,n0,0,1,2,1,1,0,1,0,0,2,2,1,1,1,2,1,1,0,1,2
N1.HOG0012580,OG0008643,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1
N1.HOG0012581,OG0008644,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,2,1,1,1,0,1,1
N1.HOG0012582,OG0008645,n0,0,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1
N1.HOG0012583,OG0008646,n0,0,1,1,1,1,0,1,4,0,1,1,1,0,1,1,2,1,1,1,1
N1.HOG0012584,OG0008647,n0,0,1,1,1,1,1,1,2,0,1,1,1,2,1,1,1,1,1,1,1
N1.HOG0012585,OG0008648,n0,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1
N1.HOG0012586,OG0008649,n0,0,1,1,1,1,0,1,0,0,1,1,2,1,2,1,1,1,0,1,1
N1.HOG0012587,OG0008650,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012588,OG0008651,n2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
N1.HOG0012589,OG0008651,n4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0
N1.HOG0012590,OG0008651,n10,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
N1.HOG0012591,OG0008651,n14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
N1.HOG0012592,OG0008652,n0,0,2,1,1,4,0,1,1,0,1,1,0,1,1,1,1,1,0,2,1
N1.HOG0012593,OG0008653,n0,0,1,1,1,1,0,1,2,0,2,1,1,1,1,1,2,1,1,1,1
N1.HOG0012594,OG0008654,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,1,1
N1.HOG0012595,OG0008655,n0,0,1,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012596,OG0008656,n0,0,1,1,1,2,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1
N1.HOG0012597,OG0008657,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0012598,OG0008658,n0,0,1,1,1,1,1,2,1,0,1,2,1,1,0,2,1,1,0,1,1
N1.HOG0012599,OG0008659,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,1,2,2,1,1,1,1
N1.HOG0012600,OG0008660,n0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012601,OG0008661,n0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,1,2,1,0,1,3
N1.HOG0012602,OG0008662,n0,0,1,1,1,1,0,1,2,0,1,1,1,2,2,1,1,1,1,1,1
N1.HOG0012603,OG0008663,n0,0,1,1,1,2,1,1,0,0,1,2,0,1,2,1,1,1,2,1,1
N1.HOG0012604,OG0008664,n0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,1,2,1,1,1,1
N1.HOG0012605,OG0008665,n0,0,1,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,1,1,1
N1.HOG0012606,OG0008666,n0,0,1,0,0,0,0,0,7,0,1,1,0,1,0,0,6,2,0,1,0
N1.HOG0012607,OG0008667,n0,0,1,1,0,1,1,2,3,0,1,2,0,1,1,1,1,1,0,1,1
N1.HOG0012608,OG0008668,n0,0,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1
N1.HOG0012609,OG0008669,n0,0,1,1,1,1,0,2,1,0,1,2,1,1,1,1,1,1,1,1,1
N1.HOG0012610,OG0008670,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012611,OG0008671,n0,0,2,1,1,1,1,1,2,0,1,1,1,1,0,1,2,1,2,1,0
N1.HOG0012612,OG0008672,n0,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1
N1.HOG0012613,OG0008673,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,1,1,1,1
N1.HOG0012614,OG0008674,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1
N1.HOG0012615,OG0008675,n0,0,1,1,1,2,0,2,0,0,0,3,0,2,0,1,2,1,2,1,1
N1.HOG0012616,OG0008676,n0,0,1,1,1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,0,1
N1.HOG0012617,OG0008677,n0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,2,1,1,1
N1.HOG0012618,OG0008678,n0,0,1,1,1,2,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012619,OG0008679,n0,0,1,1,1,1,1,2,1,0,1,2,1,1,1,0,1,1,1,1,1
N1.HOG0012620,OG0008680,n0,0,1,1,1,1,0,0,1,0,1,2,1,1,3,1,1,1,1,2,1
N1.HOG0012621,OG0008681,n0,0,1,1,1,1,1,1,2,0,1,3,1,1,1,1,1,1,0,1,1
N1.HOG0012622,OG0008682,n0,0,1,1,1,1,1,2,2,0,1,1,1,1,1,2,1,1,0,1,1
N1.HOG0012623,OG0008683,n0,0,1,1,1,1,0,1,1,0,1,1,1,4,1,1,1,1,1,1,1
N1.HOG0012624,OG0008684,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,1,1
N1.HOG0012625,OG0008685,n0,0,1,1,1,1,0,1,2,0,1,1,1,2,1,1,2,2,0,1,1
N1.HOG0012626,OG0008686,n0,0,1,3,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1
N1.HOG0012627,OG0008687,n0,0,1,1,2,1,0,2,1,0,0,1,0,3,0,2,2,1,1,1,1
N1.HOG0012628,OG0008688,n0,0,1,1,1,1,1,1,0,0,1,1,2,1,1,1,2,1,1,1,1
N1.HOG0012629,OG0008689,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1
N1.HOG0012630,OG0008690,n0,0,1,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1,0,1,1
N1.HOG0012631,OG0008691,n0,0,1,1,1,1,0,1,3,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012632,OG0008692,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012633,OG0008693,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012634,OG0008694,n0,0,1,1,2,1,1,1,1,0,1,1,1,0,1,2,2,1,0,1,1
N1.HOG0012635,OG0008695,n0,0,1,1,1,1,0,1,2,0,1,1,2,1,2,1,1,1,1,1,1
N1.HOG0012636,OG0008696,n0,0,1,1,1,1,2,1,1,0,2,2,0,1,2,1,1,1,0,0,1
N1.HOG0012637,OG0008697,n0,0,1,1,1,2,0,1,2,0,1,1,0,1,2,1,1,2,0,1,1
N1.HOG0012638,OG0008698,n0,0,1,2,1,1,0,2,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012639,OG0008699,n0,0,1,1,1,1,1,1,0,0,2,1,1,1,1,1,2,1,1,1,1
N1.HOG0012640,OG0008700,n0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012641,OG0008701,n0,0,0,1,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012642,OG0008702,n0,0,0,1,0,2,1,8,0,0,0,0,0,0,1,3,3,0,0,0,1
N1.HOG0012643,OG0008703,n0,0,0,1,1,1,0,1,1,0,2,1,4,1,1,1,2,1,0,1,1
N1.HOG0012644,OG0008704,n0,0,0,9,0,0,0,0,2,0,0,1,2,0,2,0,3,1,0,0,0
N1.HOG0012645,OG0008705,n0,0,0,1,1,1,0,1,1,0,1,1,2,1,2,1,2,1,1,1,2
N1.HOG0012646,OG0008706,n0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012647,OG0008707,n0,0,0,1,2,1,0,1,2,0,1,2,1,1,0,1,2,1,2,1,1
N1.HOG0012648,OG0008708,n0,0,0,1,1,1,1,1,1,0,1,0,1,2,2,1,2,1,1,1,1
N1.HOG0012649,OG0008709,n2,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0
N1.HOG0012650,OG0008709,n8,0,0,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,3,0
N1.HOG0012651,OG0008710,n0,0,0,3,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,8,0
N1.HOG0012652,OG0008711,n0,0,0,1,1,1,0,1,1,0,1,1,1,1,2,1,3,1,1,1,2
N1.HOG0012653,OG0008712,n0,0,0,1,1,5,0,1,0,0,1,1,0,0,0,1,1,1,0,0,7
N1.HOG0012654,OG0008713,n0,0,0,2,2,2,0,1,3,0,0,1,0,1,0,3,3,1,0,0,1
N1.HOG0012655,OG0008714,n0,0,0,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1
N1.HOG0012656,OG0008715,n0,0,0,1,1,0,0,2,0,0,0,5,0,1,3,0,2,2,0,3,0
N1.HOG0012657,OG0008716,n0,0,0,1,1,1,0,1,1,0,2,2,2,1,1,1,3,1,0,1,1
N1.HOG0012658,OG0008717,n0,0,0,1,1,1,0,1,1,0,1,1,1,1,2,2,1,1,2,1,1
N1.HOG0012659,OG0008718,n0,0,0,1,1,0,0,5,1,0,0,2,0,1,0,3,3,1,1,1,0
N1.HOG0012660,OG0008719,n0,0,0,1,0,3,0,3,3,0,1,2,0,1,1,1,1,1,0,1,1
N1.HOG0012661,OG0008720,n0,0,0,0,1,2,1,2,1,0,1,2,0,1,1,1,1,3,0,1,2
N1.HOG0012662,OG0008721,n0,0,0,0,1,1,0,1,2,0,1,1,1,1,1,1,2,1,1,3,1
N1.HOG0012663,OG0008722,n0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0
N1.HOG0012664,OG0008723,n0,0,0,0,0,15,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
N1.HOG0012665,OG0008724,n0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0012666,OG0008725,n0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012667,OG0008726,n0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1
N1.HOG0012668,OG0008727,n0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012669,OG0008728,n0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012670,OG0008729,n1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3
N1.HOG0012671,OG0008729,n8,0,0,0,0,1,0,0,3,0,2,1,1,0,2,1,0,0,0,0,1
N1.HOG0012672,OG0008730,n0,0,0,0,0,1,1,1,1,0,1,3,2,1,1,1,2,1,1,1,1
N1.HOG0012673,OG0008731,n1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0012674,OG0008731,n2,0,0,0,0,0,1,0,6,0,0,1,3,0,1,0,2,1,0,0,2
N1.HOG0012675,OG0008732,n0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012676,OG0008733,n0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012677,OG0008734,n0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,1
N1.HOG0012678,OG0008735,n0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012679,OG0008736,n0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,1
N1.HOG0012680,OG0008737,n0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012681,OG0008738,n0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0012682,OG0008739,n0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,17
N1.HOG0012683,OG0008740,n0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,17,0,0,0
N1.HOG0012684,OG0008741,n0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
N1.HOG0012685,OG0008742,n0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
N1.HOG0012686,OG0008743,n0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
N1.HOG0012687,OG0008744,n0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
N1.HOG0012688,OG0008745,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
N1.HOG0012689,OG0008746,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0
N1.HOG0012690,OG0008747,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
N1.HOG0012691,OG0008748,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
N1.HOG0012692,OG0008749,n0,1,1,1,1,2,0,1,2,0,1,1,1,1,1,1,1,1,0,1,1
